area,bedrooms,bathrooms,location,price
672,1,1,Ahmedabad,2221283
1084,4,3,Jaipur,4031920
2861,2,1,Bangalore,14999266
1022,2,3,Bangalore,5743220
3007,2,1,Delhi,17384192
3027,3,4,Jaipur,9411307
4842,3,2,Chennai,17901772
985,5,5,Chennai,5297579
4761,2,3,Pune,19230681
2727,2,3,Ahmedabad,9301202
2935,1,1,Mumbai,20749336
4977,3,3,Kolkata,16685612
3767,1,2,Pune,14951910
4105,3,4,Chennai,15628885
3667,1,2,Delhi,20675002
3381,1,1,Hyderabad,13750223
3542,4,4,Pune,15048061
671,1,1,Chennai,2874908
856,4,3,Pune,4766045
2210,2,2,Pune,9235296
1917,1,1,Jaipur,5431914
2318,4,4,Jaipur,8151003
3293,1,1,Jaipur,9837341
1879,4,5,Chennai,8309246
2453,4,5,Bangalore,13570544
1897,1,1,Jaipur,5874106
1449,3,2,Bangalore,7875224
3742,4,3,Kolkata,12932463
4599,4,5,Jaipur,14370770
4719,3,4,Kolkata,16104815
1485,1,1,Delhi,8710452
1546,2,2,Pune,6848814
995,2,3,Kolkata,3968675
4507,3,4,Chennai,16718960
814,2,3,Hyderabad,4071796
4404,4,3,Hyderabad,18806063
2580,1,1,Chennai,9420752
3619,2,3,Mumbai,26236579
4476,2,3,Bangalore,23505362
995,5,5,Kolkata,4716505
2919,1,1,Ahmedabad,8876149
1443,5,4,Ahmedabad,5789225
2264,5,5,Mumbai,17583454
4611,4,5,Jaipur,14728868
1852,1,1,Delhi,10407587
804,2,1,Mumbai,5979047
859,4,5,Mumbai,7480542
3135,3,2,Jaipur,9514908
1896,2,3,Jaipur,6009910
2320,1,1,Chennai,8291961
4584,3,3,Kolkata,15715436
2247,3,3,Hyderabad,9943928
4016,1,1,Jaipur,11655115
896,5,4,Chennai,4493068
3044,3,2,Mumbai,22124323
4847,5,4,Ahmedabad,15928266
2336,3,2,Bangalore,12807811
2746,5,5,Jaipur,9416880
1207,1,2,Chennai,4512519
1688,2,3,Ahmedabad,5858651
2038,4,3,Kolkata,7635448
2793,1,1,Pune,11255138
4181,2,3,Delhi,23715592
1176,5,5,Mumbai,10142806
3886,5,5,Mumbai,28792413
4041,3,4,Chennai,15137685
1131,4,4,Mumbai,9308024
949,3,2,Pune,4302167
4182,4,3,Ahmedabad,13722460
4493,5,5,Bangalore,24454464
4604,1,1,Pune,18011253
4816,2,1,Mumbai,34302403
4757,1,1,Bangalore,23892592
1634,3,3,Pune,7029368
1153,5,5,Jaipur,4747272
1872,1,1,Chennai,6664953
3293,2,3,Hyderabad,14104614
2877,3,3,Hyderabad,12481526
688,2,2,Chennai,2837883
1278,3,2,Delhi,7684125
3636,4,5,Mumbai,26725106
4220,5,4,Bangalore,22831914
3896,4,4,Chennai,15039757
1065,3,4,Chennai,4962756
963,1,1,Pune,4046588
3839,1,1,Mumbai,27055244
1018,5,4,Chennai,5280113
4045,2,1,Chennai,14737139
1125,1,1,Ahmedabad,3924209
821,5,5,Chennai,4684779
4228,3,4,Delhi,24304142
3721,2,2,Mumbai,26718138
4689,5,5,Chennai,18064624
4292,3,3,Delhi,24758348
4407,3,4,Chennai,16365623
4542,2,2,Pune,17999171
1279,2,3,Bangalore,7209936
755,1,2,Pune,3535697
3425,1,2,Ahmedabad,10699941
795,5,4,Delhi,6122314
1090,4,5,Pune,5418683
2866,5,5,Jaipur,9498649
4006,5,5,Chennai,15751686
4517,5,5,Hyderabad,20093454
4021,1,1,Delhi,22747653
2904,1,1,Delhi,16293774
1178,1,1,Delhi,6674984
4706,2,1,Pune,18289115
1966,4,5,Bangalore,11083407
4096,4,3,Delhi,23895844
4507,1,2,Kolkata,14697256
787,4,5,Jaipur,3582546
2103,1,2,Chennai,7911624
4711,4,5,Hyderabad,20111064
3371,5,4,Ahmedabad,11587940
4207,4,5,Pune,17476254
1631,4,3,Bangalore,9248884
3142,3,2,Kolkata,11153263
1947,3,2,Delhi,11446841
1525,3,2,Bangalore,8571610
908,5,4,Jaipur,4048598
4166,2,3,Hyderabad,17307117
4236,4,4,Ahmedabad,14252759
3126,5,4,Jaipur,10609046
2404,2,1,Mumbai,17130256
813,1,2,Kolkata,2911253
4830,5,5,Ahmedabad,16140852
1575,3,3,Bangalore,8664066
4091,1,1,Kolkata,13302651
3523,3,4,Kolkata,12410394
1935,4,5,Delhi,11897383
4965,3,3,Mumbai,35876930
4714,3,2,Jaipur,13879482
2970,2,1,Delhi,16772810
1453,5,5,Kolkata,6545827
3145,1,1,Jaipur,9276165
792,2,1,Kolkata,3113406
1588,4,3,Kolkata,6061956
4486,4,4,Jaipur,13794830
1886,2,1,Hyderabad,7935189
1952,4,4,Bangalore,11275089
3020,1,1,Bangalore,15720873
1610,5,5,Delhi,10746505
3895,1,1,Delhi,21849304
4241,5,5,Kolkata,15585771
951,3,4,Hyderabad,5063833
3751,4,4,Jaipur,12108022
4601,5,5,Jaipur,14405213
775,4,4,Pune,4503625
765,3,3,Delhi,5264707
1023,5,5,Bangalore,6598561
1450,1,1,Kolkata,4715807
3060,5,4,Ahmedabad,10801766
2255,2,1,Pune,9339049
1354,5,5,Kolkata,5973218
3108,1,2,Pune,12132687
4222,3,4,Mumbai,30967114
4435,2,3,Bangalore,23229674
4841,5,5,Mumbai,35898657
3553,4,4,Kolkata,12482739
4879,1,2,Delhi,27338020
4111,5,5,Chennai,16326745
2875,4,5,Ahmedabad,9916114
4088,5,5,Ahmedabad,13843785
3588,3,3,Delhi,20877315
2002,4,5,Jaipur,7029207
2525,2,1,Hyderabad,10466533
1231,1,2,Hyderabad,5620658
2337,3,4,Mumbai,17479172
4099,5,5,Jaipur,13108325
4438,1,1,Hyderabad,18274825
2400,2,2,Pune,9985526
4891,3,3,Pune,19776435
2237,1,2,Kolkata,7687901
2898,5,5,Chennai,11813053
1144,5,4,Bangalore,7334908
3299,4,3,Mumbai,24169853
2766,5,4,Delhi,16990967
3130,1,1,Jaipur,8868316
1303,1,2,Delhi,7943850
1620,5,5,Jaipur,6459059
2810,1,1,Ahmedabad,9074613
4797,1,2,Delhi,27023012
972,3,3,Mumbai,7756247
4664,2,1,Jaipur,13515730
3754,5,5,Kolkata,13665789
2068,1,1,Mumbai,15022242
4757,1,2,Kolkata,15823443
3261,3,3,Chennai,12710199
4417,3,4,Bangalore,23463086
694,4,4,Hyderabad,4411954
2913,2,1,Bangalore,15396919
3790,4,5,Delhi,22443911
4491,5,5,Jaipur,14596951
2526,4,5,Mumbai,19492830
1272,1,1,Pune,5037447
4621,4,4,Chennai,17294340
838,4,5,Hyderabad,5055052
1345,2,1,Delhi,8085650
3386,5,4,Kolkata,12629298
4868,1,1,Mumbai,34227103
1770,3,4,Pune,7633059
1408,3,4,Jaipur,5192670
2190,5,5,Kolkata,8564487
1318,4,3,Hyderabad,6504036
3046,3,3,Chennai,11929001
4791,1,1,Bangalore,24492901
2789,1,2,Ahmedabad,9016770
4149,2,1,Mumbai,29708218
4357,4,5,Bangalore,23373859
2322,4,4,Chennai,9756679
2633,5,5,Jaipur,9259758
3258,3,2,Bangalore,17172245
2557,3,4,Pune,11084098
2105,2,2,Delhi,12529722
2784,3,2,Kolkata,9850253
875,1,2,Bangalore,4840605
1342,5,5,Hyderabad,7139565
3832,3,4,Delhi,22263348
755,1,1,Kolkata,2822471
2828,4,3,Mumbai,21103224
2625,3,4,Kolkata,9469767
2387,2,2,Bangalore,12550816
2536,1,1,Pune,9965064
2679,4,4,Chennai,10574499
2153,4,3,Ahmedabad,7833329
3053,2,1,Chennai,11059742
4723,1,1,Mumbai,33218910
4488,2,2,Ahmedabad,14053526
4481,5,5,Bangalore,24069852
3942,2,1,Jaipur,11819889
2039,2,2,Chennai,7681017
4142,2,3,Delhi,23822086
4239,4,4,Bangalore,22328314
4127,1,2,Delhi,23326151
2956,1,2,Mumbai,21416871
3497,4,5,Kolkata,12803829
4554,2,2,Delhi,25461734
1364,3,2,Mumbai,10432925
686,5,5,Chennai,4188155
3949,1,1,Delhi,22132933
2745,2,2,Pune,11425652
3642,5,5,Kolkata,13480264
2087,3,2,Kolkata,7347541
4618,3,3,Pune,18882340
4240,4,5,Kolkata,15267323
3143,3,2,Pune,12754386
4911,1,1,Pune,19253177
1080,2,1,Jaipur,3809716
1737,5,5,Delhi,11079691
4629,3,3,Chennai,17270612
1669,3,3,Delhi,10075329
1238,4,3,Hyderabad,6270956
1509,3,3,Hyderabad,7107817
4259,3,3,Delhi,24508763
2299,4,4,Ahmedabad,8568428
4017,3,3,Ahmedabad,12954856
2075,2,1,Jaipur,6303880
2515,2,3,Pune,10226551
3719,5,4,Pune,15815617
2891,3,3,Delhi,17050734
1231,2,2,Bangalore,6669847
1375,4,4,Jaipur,5475483
2042,2,2,Delhi,11693052
4671,1,1,Chennai,16830782
2671,2,1,Kolkata,9026554
1220,4,5,Chennai,6045191
1785,4,4,Delhi,11068480
4776,4,4,Delhi,27536031
3303,2,2,Pune,13425036
1474,4,5,Mumbai,11792267
3015,1,2,Chennai,11291639
1326,3,3,Delhi,8410079
4116,4,4,Delhi,23784957
3484,5,5,Jaipur,11623238
820,4,3,Hyderabad,4561707
1828,5,4,Pune,8386037
2116,5,4,Bangalore,11976796
1082,3,3,Jaipur,4081018
3220,3,4,Bangalore,17043346
3040,2,1,Ahmedabad,9826388
2132,1,1,Chennai,7754771
614,5,5,Kolkata,3969965
4382,5,5,Jaipur,14180644
2336,5,5,Bangalore,13637896
1234,2,3,Pune,5687853
3127,2,3,Kolkata,11083202
1902,3,2,Kolkata,7101213
2283,4,3,Ahmedabad,8271502
1156,1,2,Bangalore,6455967
4814,5,5,Kolkata,17087416
891,2,1,Mumbai,6868009
2528,3,2,Kolkata,8760384
2050,2,1,Hyderabad,8480920
2980,3,3,Bangalore,15817613
1517,3,2,Delhi,9125990
3292,3,2,Hyderabad,14358902
1211,4,3,Pune,5687637
2423,4,5,Bangalore,13718408
4036,4,4,Kolkata,14209374
1827,2,3,Jaipur,5934150
2170,3,3,Ahmedabad,7273769
3880,3,3,Ahmedabad,12708467
3116,1,2,Hyderabad,13132583
937,4,5,Delhi,6556258
672,1,2,Chennai,2970823
2125,4,5,Jaipur,7606566
4417,3,3,Bangalore,23184271
2186,5,5,Hyderabad,10384649
1786,2,1,Kolkata,6180416
2919,5,4,Hyderabad,13073181
3930,4,3,Ahmedabad,13301648
2982,4,3,Chennai,11469566
1654,4,5,Mumbai,13061149
2776,1,1,Chennai,9869580
917,3,3,Hyderabad,4727123
1784,4,4,Kolkata,7043577
4529,1,1,Delhi,25429680
4172,2,2,Jaipur,12677298
3329,1,2,Pune,13235847
1020,1,2,Mumbai,7778039
4730,5,5,Hyderabad,20901961
2719,4,5,Kolkata,10053892
1978,1,1,Bangalore,10203362
3018,1,1,Delhi,17198200
2777,4,4,Ahmedabad,9888872
4108,4,3,Chennai,15582419
4257,4,5,Kolkata,15375176
931,4,4,Hyderabad,5310445
4030,4,3,Kolkata,13890418
785,1,1,Mumbai,5677805
1519,3,4,Chennai,6286783
4679,1,2,Pune,17988373
877,1,2,Mumbai,6867720
3757,3,4,Kolkata,12991030
3893,1,1,Pune,15367445
2757,3,2,Delhi,16350574
2616,1,2,Bangalore,13740958
2669,3,4,Kolkata,9740408
4243,4,3,Kolkata,15031615
3485,2,3,Jaipur,10850746
1085,3,3,Chennai,4737939
3525,5,4,Mumbai,26220374
4679,4,4,Chennai,17618545
3645,2,1,Jaipur,10745512
971,2,2,Pune,4575842
1797,5,4,Chennai,8111041
2782,4,5,Kolkata,10260422
4975,5,5,Bangalore,26578223
867,5,5,Chennai,4668879
3901,2,2,Bangalore,19985902
4206,4,3,Kolkata,14956402
877,5,5,Chennai,4886503
2669,5,5,Kolkata,10273369
2432,1,1,Hyderabad,10098672
2703,3,2,Hyderabad,11556342
1747,1,1,Jaipur,5215433
4730,5,4,Mumbai,34589515
1895,4,3,Ahmedabad,6825838
1257,2,3,Chennai,5400927
3044,3,3,Kolkata,10696551
621,1,1,Pune,2651985
4686,2,1,Hyderabad,19345423
4253,3,2,Jaipur,12543530
1478,3,4,Hyderabad,7398892
1641,4,4,Bangalore,9343283
4932,3,3,Bangalore,25493260
4408,3,2,Chennai,16488940
3722,2,2,Hyderabad,15834888
4461,3,4,Pune,18327358
2488,4,4,Kolkata,9368700
3661,3,2,Ahmedabad,11780312
1219,3,3,Kolkata,5020606
3035,2,2,Pune,12169906
3835,2,1,Ahmedabad,11999228
4727,5,4,Kolkata,17014860
1309,4,4,Kolkata,5688427
3895,5,5,Hyderabad,17451123
881,3,2,Kolkata,3759482
2922,2,1,Hyderabad,12448478
4825,2,1,Mumbai,34070987
3883,5,4,Chennai,14924645
1829,5,5,Kolkata,7649780
3355,4,4,Jaipur,10962823
3635,3,2,Ahmedabad,11755571
3900,5,5,Ahmedabad,13284748
3457,5,5,Pune,14918132
4469,1,2,Bangalore,22861363
3808,3,3,Kolkata,13038343
862,2,3,Kolkata,3777488
1420,5,5,Delhi,9690171
1830,3,4,Mumbai,14237616
4296,5,5,Mumbai,31793392
3153,4,3,Hyderabad,14086847
4316,2,2,Pune,16845561
3773,4,5,Bangalore,20602109
4909,3,3,Chennai,18012671
1949,1,1,Ahmedabad,6130215
4614,1,2,Kolkata,15153649
4996,5,5,Ahmedabad,17002030
1977,5,4,Delhi,12304793
1881,4,5,Bangalore,10812545
4883,1,1,Jaipur,13861033
3298,5,5,Ahmedabad,11558743
1321,2,1,Chennai,5064532
3353,3,4,Mumbai,24811231
2329,2,3,Delhi,13669439
4022,2,1,Mumbai,28670121
1822,2,1,Hyderabad,7781437
1531,5,5,Mumbai,12569368
3452,2,3,Bangalore,18314814
1778,2,1,Hyderabad,7960067
4769,1,1,Pune,18677791
2368,3,2,Kolkata,8663487
1718,2,1,Ahmedabad,5828656
2983,4,5,Bangalore,16638167
1898,4,5,Chennai,7974376
2120,3,4,Hyderabad,9522667
3963,5,4,Bangalore,21420752
2296,4,4,Ahmedabad,8278891
2452,4,5,Chennai,9958471
4573,3,2,Chennai,17133573
2756,3,4,Chennai,10747889
2139,4,5,Mumbai,16699318
4320,5,5,Ahmedabad,14958286
880,1,1,Kolkata,3196730
4251,3,4,Mumbai,30765892
656,4,4,Kolkata,3561249
690,5,5,Mumbai,6825233
603,5,4,Bangalore,4480379
1132,1,1,Ahmedabad,3763933
1014,2,3,Delhi,6233293
1235,2,2,Pune,5419727
862,3,4,Delhi,6211078
1344,1,1,Pune,5733183
910,4,3,Jaipur,3962043
1206,2,2,Jaipur,4105570
2144,2,3,Jaipur,6762838
3586,3,2,Chennai,13223807
708,4,4,Pune,3935201
2933,1,1,Delhi,16442905
4695,4,5,Mumbai,34683426
4123,4,5,Delhi,24484754
4756,4,3,Mumbai,34530335
2714,1,1,Bangalore,14079002
2894,2,3,Pune,11996369
3572,5,5,Mumbai,27039018
937,2,1,Ahmedabad,3499167
4462,2,1,Delhi,25099351
3860,1,1,Chennai,13925158
1212,2,1,Chennai,4937270
3411,2,3,Ahmedabad,11086878
3918,4,3,Hyderabad,16764847
3335,5,5,Bangalore,18200557
2631,1,1,Mumbai,18808395
3181,3,3,Pune,13018118
4030,1,1,Chennai,14700831
4619,4,3,Pune,18885872
1116,2,3,Delhi,7068169
3402,5,5,Bangalore,19058536
2731,3,2,Bangalore,14659902
935,3,4,Delhi,6620856
3933,2,3,Bangalore,20373333
3925,2,3,Mumbai,28448280
663,4,3,Bangalore,4382783
4497,5,5,Bangalore,24423948
2901,3,4,Delhi,17364321
983,3,2,Chennai,4592900
724,1,2,Ahmedabad,2437462
3179,3,2,Hyderabad,13531900
4672,4,5,Ahmedabad,15384488
1502,3,4,Hyderabad,7495970
4954,2,2,Hyderabad,20332201
2883,3,2,Hyderabad,12176748
4059,3,3,Ahmedabad,13251367
4857,4,5,Pune,19840422
2860,4,4,Hyderabad,12963664
3075,3,4,Bangalore,16599039
1025,5,5,Delhi,7543951
4235,3,3,Mumbai,30543272
2075,3,2,Kolkata,7341251
739,1,1,Kolkata,2423695
2758,3,3,Pune,11578408
3641,1,1,Hyderabad,14898123
714,2,1,Jaipur,2481163
639,5,5,Bangalore,4892352
4105,4,3,Bangalore,21573242
709,1,2,Jaipur,2372358
4607,4,5,Hyderabad,20164438
1136,4,4,Chennai,5517743
3378,1,1,Delhi,19088902
2648,3,2,Kolkata,9561756
4225,4,3,Chennai,15815183
4697,3,3,Ahmedabad,15422378
3834,4,5,Kolkata,13695682
1901,1,1,Pune,7679328
1542,5,4,Kolkata,6728684
828,5,5,Pune,4894664
4040,3,3,Delhi,23158647
1377,4,5,Bangalore,8434469
970,4,3,Delhi,6592740
701,1,2,Chennai,2777091
4897,4,3,Chennai,18271656
3842,3,2,Delhi,21947675
3362,4,3,Mumbai,24567673
2783,2,1,Hyderabad,11900720
1723,1,1,Pune,6622722
2654,5,5,Ahmedabad,10009609
1377,5,5,Pune,6845182
995,2,3,Mumbai,7541295
1078,3,4,Ahmedabad,4515212
1532,1,1,Jaipur,4829862
753,2,2,Pune,3849182
604,3,4,Ahmedabad,2858692
1374,4,4,Jaipur,5192309
1915,4,5,Ahmedabad,7279295
2046,1,1,Mumbai,14957616
853,5,5,Jaipur,4025111
3003,5,5,Mumbai,22517301
3853,1,1,Jaipur,11424152
3933,2,3,Kolkata,13264918
3628,2,2,Kolkata,12359961
1178,1,1,Pune,4625267
702,1,2,Bangalore,3866863
1893,3,4,Ahmedabad,7076174
2642,1,1,Pune,10296375
2620,2,2,Delhi,14908859
3799,4,3,Pune,15902715
2854,5,4,Mumbai,21490101
2119,1,2,Mumbai,15354072
4079,2,2,Chennai,15034874
4945,3,2,Bangalore,25762091
2957,2,1,Chennai,10912117
2260,4,3,Mumbai,17312326
4017,4,3,Hyderabad,17497976
1276,3,2,Chennai,5443887
695,3,2,Chennai,3232081
4784,5,5,Delhi,27874949
4530,2,2,Kolkata,15324043
4588,4,4,Delhi,26809994
4910,5,4,Chennai,18506652
4629,1,1,Ahmedabad,14472691
3362,4,4,Chennai,12894854
2818,4,4,Jaipur,9478865
3985,1,2,Pune,15710326
3706,5,4,Delhi,21780748
3979,3,3,Delhi,22980219
3910,5,5,Kolkata,14470599
1398,4,3,Jaipur,5285260
2468,4,5,Mumbai,18588885
4929,3,4,Delhi,28299997
737,1,1,Hyderabad,3065237
1159,4,4,Ahmedabad,4699384
4157,2,3,Chennai,15110341
3484,4,4,Pune,14649732
2455,3,3,Kolkata,8990827
3464,2,3,Hyderabad,14444669
3931,4,5,Bangalore,21313468
1699,2,1,Bangalore,9300613
1348,4,4,Jaipur,5271564
770,5,5,Kolkata,4063292
2455,3,3,Kolkata,8711840
4582,3,2,Bangalore,23532345
2676,1,1,Kolkata,8994961
2805,4,5,Kolkata,10442421
1140,3,4,Jaipur,4109803
806,5,4,Bangalore,5517165
2107,4,3,Bangalore,11729552
947,2,2,Mumbai,7106043
3617,1,1,Chennai,13286317
2070,5,5,Delhi,12845400
1507,4,4,Jaipur,5387284
2391,2,3,Bangalore,12797276
3023,4,3,Chennai,11625102
4301,2,2,Jaipur,12500889
951,4,4,Ahmedabad,4182663
2735,4,3,Bangalore,14712420
1770,4,5,Pune,8301184
3746,2,2,Pune,14955866
3837,1,1,Hyderabad,15608364
2422,4,3,Bangalore,13207617
1566,2,2,Kolkata,6003415
2522,1,2,Delhi,14370322
2851,5,5,Bangalore,15749084
1343,4,5,Delhi,8822181
2394,3,2,Chennai,9202183
2566,2,2,Bangalore,13330816
4861,5,5,Delhi,28316705
1396,5,5,Chennai,6767859
1855,3,2,Kolkata,6767397
2436,2,3,Chennai,9255266
3592,1,2,Kolkata,12172719
4916,3,4,Bangalore,25703718
1106,3,3,Hyderabad,5440859
4421,5,5,Pune,18759465
3490,3,2,Jaipur,10685020
4213,4,5,Ahmedabad,14084448
1345,2,2,Pune,5958161
1214,3,4,Pune,5996397
4526,1,2,Delhi,25426556
4819,4,4,Chennai,18314384
3616,2,2,Hyderabad,15244918
1907,2,3,Bangalore,10666702
4845,1,1,Kolkata,15836194
1523,1,1,Delhi,8505697
1059,4,4,Hyderabad,5576537
3351,4,5,Kolkata,12040303
1707,1,1,Bangalore,9036734
1213,4,3,Jaipur,4915218
4358,3,3,Kolkata,14897647
3719,1,2,Hyderabad,15090746
4185,5,5,Ahmedabad,14344857
1065,3,4,Bangalore,6415351
4012,3,4,Bangalore,21348763
3638,3,3,Jaipur,11018594
3036,3,4,Bangalore,16564799
1951,2,1,Chennai,7280540
2748,3,4,Jaipur,8691172
1139,1,2,Mumbai,8640048
2209,1,1,Ahmedabad,6804714
4701,3,4,Ahmedabad,15207662
3179,2,3,Pune,13054058
2203,3,4,Chennai,9103823
2586,3,2,Pune,10595052
3849,2,3,Mumbai,27618133
3714,3,4,Chennai,13996701
3504,5,4,Ahmedabad,12179681
1159,1,1,Hyderabad,4838549
3650,2,3,Jaipur,10831583
3443,2,3,Hyderabad,14803970
4150,1,2,Jaipur,12391605
3280,4,3,Delhi,19468895
2336,5,4,Hyderabad,11062694
4734,4,4,Ahmedabad,15303122
4064,4,3,Pune,16834366
3832,3,3,Kolkata,13446800
4411,1,1,Mumbai,30948898
3901,3,2,Mumbai,28150586
2341,5,5,Mumbai,18420659
4008,3,4,Mumbai,29308760
2223,1,2,Hyderabad,9345585
2080,2,2,Ahmedabad,6808020
4065,3,2,Bangalore,21241481
4841,1,2,Chennai,17595636
1872,2,1,Hyderabad,8072509
3668,2,2,Jaipur,10730653
2148,2,1,Bangalore,11240293
3458,2,3,Jaipur,10737807
3035,1,1,Chennai,10909207
1154,1,1,Pune,4563007
4146,5,4,Hyderabad,18351669
4160,3,4,Ahmedabad,13551506
4911,3,2,Pune,19301751
1699,2,2,Bangalore,9402908
3944,3,4,Ahmedabad,12861040
1312,1,1,Delhi,7288326
1691,4,5,Pune,7914881
4764,4,4,Kolkata,16348096
1708,5,5,Delhi,11118603
2917,3,4,Hyderabad,13167481
1760,1,1,Mumbai,12388126
1345,5,5,Bangalore,8345180
899,2,1,Bangalore,4940235
4239,3,4,Mumbai,31058747
3681,1,1,Delhi,20612117
2039,2,3,Bangalore,11104165
3953,4,5,Hyderabad,17191323
2351,1,1,Kolkata,7692100
2635,3,2,Ahmedabad,8611194
4485,2,1,Delhi,25014165
1777,1,2,Bangalore,9586278
2235,5,4,Hyderabad,10298834
3678,4,3,Delhi,21346731
1276,3,2,Hyderabad,5733396
827,3,3,Pune,4032218
2497,5,5,Delhi,15742704
1855,1,1,Kolkata,6499832
3915,1,2,Mumbai,27823575
864,4,4,Ahmedabad,4207458
3023,1,2,Mumbai,21642963
2092,1,2,Mumbai,15437692
3770,4,3,Jaipur,12100231
4276,3,2,Kolkata,14619950
1257,5,5,Pune,6586638
994,3,2,Delhi,6091912
880,2,2,Mumbai,6931213
3883,4,5,Ahmedabad,13028212
2352,1,2,Kolkata,7890404
4321,1,1,Delhi,24189931
1188,3,4,Hyderabad,6224547
4026,5,5,Mumbai,30029987
3952,2,3,Hyderabad,16596905
1268,1,2,Ahmedabad,4488799
2298,2,1,Delhi,13079526
1163,4,5,Mumbai,9639425
3144,2,2,Jaipur,9235584
3884,3,2,Kolkata,13616238
1507,5,4,Delhi,9659246
4871,5,5,Pune,20379421
3358,1,1,Chennai,11818725
684,5,5,Ahmedabad,3744342
3212,1,1,Hyderabad,13129756
2203,1,1,Ahmedabad,6920140
4472,2,3,Mumbai,32062049
2591,1,1,Hyderabad,10490149
4969,2,1,Kolkata,16666563
3752,2,3,Hyderabad,15773472
1270,2,3,Delhi,7638937
2047,3,3,Pune,8545374
3208,4,5,Pune,13901791
4868,1,1,Jaipur,14050490
4351,1,1,Kolkata,14056524
3796,4,5,Hyderabad,16557409
857,3,3,Jaipur,3358991
1292,2,3,Mumbai,10144080
2342,3,3,Delhi,13655180
654,3,2,Mumbai,5556936
751,1,1,Hyderabad,3477826
2397,3,2,Delhi,14332753
3071,1,1,Jaipur,8801650
4430,1,1,Kolkata,14428751
2254,2,2,Jaipur,6835734
4889,3,4,Bangalore,25566177
2900,5,4,Bangalore,15937776
2274,4,3,Kolkata,8502307
3270,5,5,Delhi,19688556
3312,1,2,Delhi,18567186
1433,2,2,Jaipur,4583765
1760,2,2,Pune,7222832
3348,5,5,Kolkata,12521378
4936,3,3,Jaipur,14645184
2834,1,2,Mumbai,20285423
4078,1,1,Mumbai,28671092
1599,1,1,Chennai,5938584
4312,3,4,Kolkata,14770522
2343,3,3,Delhi,14021493
2164,5,4,Mumbai,16619330
2813,1,1,Pune,11189439
603,4,4,Hyderabad,3607051
4411,1,1,Delhi,24746952
4237,2,2,Pune,16800229
4947,3,4,Pune,20068037
1071,3,4,Chennai,5211214
3146,3,3,Mumbai,22909374
2913,5,5,Hyderabad,13498274
1859,5,4,Bangalore,11173079
2573,3,3,Ahmedabad,8820710
1807,1,1,Pune,7365988
2389,3,3,Ahmedabad,8491049
2663,4,5,Chennai,10718393
3769,4,3,Kolkata,13299188
4186,1,1,Bangalore,21142455
4013,1,1,Delhi,22678046
1395,4,5,Chennai,6533491
4285,2,3,Mumbai,30965647
2303,4,5,Kolkata,8962671
3244,1,2,Delhi,18338083
3640,5,5,Pune,15414137
1503,4,5,Hyderabad,7756223
2046,2,3,Pune,8874100
4642,4,3,Ahmedabad,15362928
4097,5,5,Chennai,16077457
1524,5,5,Bangalore,9295940
3435,1,1,Hyderabad,14145162
3894,3,4,Pune,15717981
2811,5,4,Chennai,11226797
4920,5,5,Delhi,28894416
4732,5,5,Pune,19635004
3641,5,4,Ahmedabad,12541017
4033,5,4,Pune,17015071
4201,3,3,Jaipur,13080143
1820,4,4,Jaipur,6455985
4771,4,4,Delhi,27583538
3983,5,5,Hyderabad,17599419
3161,1,2,Mumbai,22449009
2412,3,3,Mumbai,17749102
2919,5,4,Delhi,17425647
1275,5,5,Hyderabad,6988603
698,2,1,Pune,2950519
697,3,2,Delhi,4953427
2155,4,3,Hyderabad,9865042
4259,3,3,Ahmedabad,13962659
1860,4,5,Hyderabad,9192775
970,4,4,Mumbai,8084663
1774,2,1,Bangalore,9531655
4688,5,5,Bangalore,25237499
1671,3,4,Kolkata,6709482
3273,4,4,Mumbai,24378589
4054,2,1,Bangalore,20788463
3750,1,2,Mumbai,26917718
1954,1,1,Delhi,11035365
3414,1,1,Delhi,19110531
3863,5,5,Hyderabad,16922065
4431,2,2,Jaipur,13120249
3429,5,4,Pune,14822077
2370,5,5,Delhi,14833949
1545,4,5,Chennai,7087650
1983,5,4,Bangalore,11499162
3552,3,2,Kolkata,12516686
643,1,1,Delhi,3828441
2359,2,3,Ahmedabad,7972297
2864,1,1,Delhi,16277981
2327,5,4,Kolkata,9115308
1634,5,5,Kolkata,6730706
3126,2,3,Mumbai,22687451
1493,5,5,Hyderabad,7467378
1168,2,3,Chennai,4934284
2358,4,4,Chennai,9790608
704,3,4,Jaipur,3279618
4649,1,2,Jaipur,13359172
4264,5,5,Bangalore,23050384
1220,2,1,Kolkata,4714709
3502,3,4,Chennai,13703154
3279,4,4,Jaipur,10601699
2654,2,1,Kolkata,8843099
3577,1,2,Ahmedabad,11154268
3289,2,3,Delhi,18826697
1817,3,4,Chennai,7400265
3309,3,2,Hyderabad,14092246
4625,5,5,Bangalore,25134921
4943,5,5,Chennai,19149306
4568,3,4,Delhi,26153801
2233,3,2,Jaipur,7090309
636,1,1,Chennai,2689363
2610,3,4,Kolkata,9553832
2216,2,3,Ahmedabad,7658824
2724,1,2,Bangalore,14316952
1478,2,3,Chennai,5937004
3934,3,4,Ahmedabad,13210479
3238,2,3,Delhi,18594038
2048,2,1,Bangalore,10791988
4454,5,5,Hyderabad,19495734
4418,5,5,Ahmedabad,15148472
1339,4,5,Chennai,6075198
4742,5,5,Kolkata,16912305
1750,4,4,Kolkata,6724105
